0 38 494 -10.152417849287946 0.06708833099992262 [4.001761043317584, 4.001778835993028, 4.001244419504453, 4.000959588846091]
0 7670 99710 -10.152153399419507 9.282521002999829 [3.9984547521000104, 4.002946107348138, 4.000243973708862, 4.000204638285655]
0 45 585 -10.152699212536614 0.05356636900000922 [4.001704228018072, 4.001603951457709, 4.000039011265795, 3.9998823048028505]
0 1532 19916 -10.152315343187102 2.076706845999979 [4.001381965909951, 3.998091585880086, 3.9984799752316036, 3.999468252982181]
0 41 533 -10.152343945845121 0.05160614400006125 [4.000803821234441, 4.000008370871972, 3.9973784960701724, 4.001074434914002]
0 8972 116636 -10.152182924819469 9.757722380999894 [3.9983374363034114, 4.002010526187607, 4.001956385796897, 3.999865603636141]
0 7043 91559 -10.15267635069517 7.718949853999902 [3.9989508557812896, 4.001599408357241, 4.001383591054974, 4.000435059271203]
0 42 546 -10.152109104307563 0.049203772000055324 [4.0021807809428385, 4.002550071671766, 3.9993924611351486, 4.000369242462606]
0 61 793 -10.152364689489803 0.07041004000006978 [3.998049404046533, 4.000732462608604, 4.000940780289263, 3.9983378663626783]
0 56 728 -10.152439647596596 0.06489655399991534 [3.9980960836275474, 3.998637711645706, 4.000804427334647, 3.9991293411202156]
0 5570 72410 -10.152237232509608 6.337943394000149 [4.001004191725416, 3.998053570861308, 3.99818800064413, 4.00110546623324]
0 56 728 -10.152297369547913 0.06496697000011409 [4.001532319885137, 4.002724195507539, 4.00010612666813, 3.999866619655566]
0 55 715 -10.152512051238201 0.061786360000041896 [4.001299520581969, 4.00131425504523, 3.998872288189565, 4.001724465342225]
0 51 663 -10.152908621564993 0.05896675100007087 [3.9997784307212387, 3.9985704496509142, 4.000192214243145, 4.000747375515067]
0 1229 15977 -10.15236405906079 1.3271672799999124 [3.998501504479613, 3.999049479464051, 3.9978945643264883, 4.000616582840498]
0 2286 29718 -10.152408491007597 2.4878808030000528 [3.9976940603536444, 4.000841316859716, 3.998661162204407, 3.9999666140823504]
0 6566 85358 -10.15256531344416 7.179327076000163 [4.000829689206125, 4.000207738129929, 4.001317968576726, 3.998115923372715]
0 48 624 -10.152231143581394 0.0573340390001249 [4.000765207057421, 4.000450850171529, 4.001903604335353, 4.002493925471418]
0 67 871 -10.152394355875854 0.07554126199988787 [4.000148827878569, 3.999537433737575, 3.9975878195979737, 4.0014320446156475]
0 59 767 -10.152157830396835 0.0668527840000479 [4.002301925448314, 4.001931076771701, 4.000777545952867, 4.001362690787251]
0 60 780 -10.152113779971094 0.06995931500000552 [4.001396381501775, 3.999635527407392, 4.002048213452976, 4.002306092781284]
0 3061 39793 -10.152426200858011 3.45400182100002 [3.9989361611839485, 4.000420731332442, 3.99759137304708, 3.9994558758114764]
0 3089 40157 -10.152779855205022 3.3900348019999456 [4.000589485412005, 4.001369508782206, 3.999963623427806, 3.9985972500260227]
0 43 559 -10.152114510094993 0.04948944600005234 [3.99997467313288, 4.001606903284367, 3.9979417559646904, 4.002203776803889]

0 10000 130000 -2.68286039569314 12.332495160000008 [5.998749538471515, 6.000287367263491, 5.998749536531712, 6.000287364444369]
