1 13 169 5.2728063534319245e-05 0.01745724100010193 [0.00188914327648999, 0.004462906092041547]
0 20 260 8.183712968162668e-05 0.023895624000033422 [-0.008454179018075932, 0.0029590745789551676]
0 18 234 6.6838475381365855e-06 0.022525173999838444 [0.002325551862805083, -3.38340807543688e-05]
0 22 286 7.697767769674728e-05 0.026988570000412437 [0.003933946933101493, 0.004473871874715665]
1 26 338 8.657328404489077e-05 0.03664954599980774 [0.006267913372297623, -0.006170000110540242]
1 14 182 4.9889253010556e-05 0.01781336600015493 [-0.00406118024886272, 0.00497347298044986]
10 147 1911 6.511258829332095e-05 0.19581617299991194 [-0.005070554505743799, -0.0029860257115751007]
0 19 247 5.068927920475351e-06 0.024597948000064207 [0.001803782790841684, 0.0003882767843223379]
1 48 624 9.935337051727781e-05 0.05686008500015305 [0.0036344501727467553, -0.007408305295659831]
2 35 455 9.854239901154987e-05 0.0418241859997579 [0.004650088880963457, -0.007254138027714918]
2 36 468 1.7726339596945636e-05 0.04298029299980044 [-0.002813641965098486, 0.002803432163326222]
0 12 156 3.274641224095954e-05 0.015770800999689527 [-0.005251901397267993, 0.0003866626930851872]
0 17 221 6.325103386955623e-05 0.022141069000099378 [0.0044238784753400096, 0.003434568839338726]
2 41 533 3.7826355114187635e-05 0.05915731000004598 [-0.002350014466244027, 0.00456326356447259]
0 19 247 7.523916214509387e-06 0.02579749099959372 [0.0005870627915756021, -0.002035705075011208]
0 14 182 8.988848453669995e-05 0.0194907959999 [-0.00033815696967916687, -0.00661462947143477]
0 13 169 7.775487752287049e-05 0.01664821500025937 [-0.005444441513121135, 0.006073199358637867]
1 34 442 8.680991918063742e-05 0.042012325000087 [0.002520857084569242, -0.006941308359222469]
0 21 273 1.1779800706244965e-05 0.026838797999971575 [-0.0010080223697652435, -0.0020541421852577554]
3 50 650 1.1279543874961752e-05 0.07846933700011505 [0.0012969840564834648, -0.0024907055405486746]
2 35 455 3.009240504082456e-05 0.049925205999898026 [-0.0006275578157679124, -0.003693376107715571]
0 19 247 2.318899999034294e-05 0.025312718000350287 [0.004391782473347271, -0.0019611598247933452]
0 16 208 3.623246158438007e-05 0.020210563000091497 [-0.0009545076727658641, -0.003957031817074436]
0 11 143 5.85763830402293e-05 0.014362936999987141 [0.0007618991528153046, 0.005191084812871628]
2 35 455 1.1574121143671806e-05 0.0407001130001845 [0.0014570409326955976, 0.0017788382602139437]
1 28 364 3.266677713187365e-05 0.032917689999976574 [-0.005340786651494383, 0.0018724463313629755]
1 28 364 1.758895082610479e-05 0.03814551899995422 [-0.00358145278964625, 0.0021521042634285413]
1 40 520 3.5064555384357205e-05 0.05943714400018507 [0.0033677662194143143, -0.004181472659670981]
1 23 299 4.365064410233836e-05 0.033208113000000594 [-0.005447438424374059, -0.0009038149493296975]
1 27 351 9.550275729946243e-05 0.032271156999740924 [-0.00480687835207682, 0.007096969056221768]
2 28 364 4.54684960670204e-05 0.03138438599989968 [0.006084615386012839, -0.0001394768550932496]
0 15 195 6.46401092832075e-05 0.01733774399963295 [-0.0075713258110021425, 0.0021662414490701554]
3 55 715 9.535633517347589e-05 0.07489989899977445 [0.004805670838463089, -0.007091008988502621]
1 22 286 4.4235418576133565e-05 0.0289187469998069 [-0.0004778533917946526, 0.004808711455705248]
1 19 247 8.785155227831097e-05 0.0271711730001698 [0.00724234051685492, -0.005608189868211653]
0 11 143 9.551321059500463e-05 0.01532048199987912 [0.006534846054961241, 0.003238104362840988]
0 19 247 4.202918441559949e-05 0.023096029000043927 [-0.0021466916292420153, 0.004828797377739115]
0 21 273 4.7715770456227015e-05 0.0231819139999061 [-0.0010446572853966291, -0.004560006740282823]
1 26 338 5.602986277203045e-05 0.02778319500021098 [0.001973120717122007, -0.005575089081686527]
1 30 390 5.589382006284824e-05 0.03168339500007278 [-0.0070432153994205715, 0.0015533653081405488]
4 47 611 4.400361185395328e-05 0.058357534000151645 [0.006248699299414906, -0.0017578596043341613]
0 19 247 4.391382587045558e-06 0.027321817000029114 [0.00014404073399568867, -0.0015138527098900352]
5 98 1274 9.271148024922152e-05 0.12035012999967876 [0.00565073887197539, 0.0039158802401951815]
0 9 117 3.514990656531034e-05 0.010822436999660567 [0.0010621619480528158, -0.004381392481637825]
3 67 871 8.709019685912795e-05 0.08171546899984605 [0.007877046956816833, -0.004909188916577725]
0 17 221 3.1480158002061006e-07 0.024590487999830657 [-0.00017705235218148208, -0.00032959221291872787]
1 35 455 4.5039034452777525e-05 0.0485782669998116 [0.0007494449475120464, -0.004899406393875547]
2 23 299 6.346931239409587e-06 0.026399667000077898 [0.002294992985261186, -0.00011463867406721895]
1 24 312 1.332325599049335e-05 0.028042857999935222 [0.0024004886499200753, 0.001249280580330709]
0 21 273 1.3494209141175513e-05 0.023305885999889142 [-0.00346301485671505, 0.0008291641449139926]
