0 26 338 4.577319395132719e-05 0.03836947499985399 [4.997483941175698, 4.991748813751836]
0 14 182 4.047158109344312e-05 0.02534851800010074 [5.003846456816432, 4.997500594807179]
0 32 416 1.2467914795967006e-05 0.06368950300020515 [4.996829644624757, 5.00022101658336]
0 10 130 4.812371677687427e-05 0.012670627000261447 [5.008521438147704, 5.010960817756412]
0 12 156 9.510193001925481e-05 0.015090278000116086 [4.9942006532742225, 4.98678823792177]
0 24 312 9.918571946691525e-05 0.028272615000332735 [5.015537039956719, 5.010892333133587]
0 25 325 7.879952337110384e-05 0.03501350899978206 [5.009818976859669, 5.013872750819994]
0 29 377 8.082091243970062e-05 0.03742429200019615 [4.986555556178591, 4.99201350906557]
0 17 221 3.646787894775484e-05 0.027216366999709862 [5.005524513483912, 5.009092276121686]
0 11 143 4.145022652093438e-05 0.018077377999816235 [4.990545669340318, 4.994700786189094]
0 19 247 1.566913721986505e-05 0.031109330000163027 [5.005821165953267, 5.00327734108465]
0 22 286 8.556668642626685e-06 0.03262750199974107 [4.997487533924283, 5.000319942781028]
0 18 234 9.473009197161942e-05 0.024303332999807026 [4.989015842862515, 4.984745644996209]
0 23 299 5.799650063514825e-05 0.027685390999977244 [4.9973016182007735, 5.004882288482733]
0 40 520 5.798604599111981e-05 0.045380595000096946 [4.988314302431695, 4.988911484636925]
0 20 260 7.497379837967429e-05 0.03246033499999612 [5.013585723249768, 5.011883735288588]
0 13 169 9.109314961376299e-05 0.022141139000268595 [4.985650314869755, 4.985717576771748]
0 12 156 8.190343827664357e-05 0.02210193499968227 [4.988211874824915, 4.985702515968718]
0 13 169 8.006765286777336e-05 0.020553867999751674 [4.987023165147245, 4.993000472415103]
0 20 260 3.0210915171275107e-05 0.023969003000274824 [4.999626727889323, 5.004910956584799]
0 26 338 8.774567093286312e-05 0.03167012799985969 [4.985838255030147, 4.991272775507084]
0 38 494 2.9256981702533005e-05 0.04147402599983252 [5.007520625724943, 5.003573193094968]
0 37 481 9.068980290593222e-05 0.049990797999726055 [4.996822678600828, 4.988627146959656]
0 13 169 5.8534656629102924e-05 0.020689446000233147 [5.0108548711817305, 5.011887493167178]
0 28 364 2.730510395686379e-05 0.0471402590001162 [5.005829485110236, 5.008176528561213]
0 22 286 8.643615966855673e-05 0.027684019999924203 [4.98745992058437, 4.994570245743456]
0 25 325 3.4951144981626996e-05 0.031138904000272305 [5.00421618290511, 4.998367289613995]
0 16 208 6.270676805555357e-05 0.019031330999951024 [4.98801022155316, 4.98824383719151]
0 13 169 5.751423296060538e-05 0.016027458000280603 [5.009712378585143, 5.011989369950974]
0 14 182 9.520391355775561e-05 0.017084935000184487 [4.989032662423012, 4.9847159974872195]
0 20 260 8.831894974115115e-05 0.02288429800000813 [4.98514864532481, 4.98840955335187]
0 34 442 4.1975858244181565e-05 0.04419217199983905 [5.004730362568624, 5.009236151535966]
0 19 247 8.819746716631239e-05 0.0291932039999665 [5.00622871863718, 4.996895279098225]
0 29 377 4.3339849900172266e-05 0.05411697699992146 [5.008721148607126, 5.010386439236165]
0 42 546 7.634544558819045e-05 0.04759005400001115 [5.01063504271724, 5.013798914340103]
0 270 3510 2.2668104783067146e-06 0.32319718500002637 [4.99990110454357, 4.998493785699041]
0 19 247 4.249253085328989e-05 0.021101782000187086 [4.990475465214853, 4.990017060272554]
0 31 403 4.1065158064199385e-05 0.03407613499985018 [5.0071268428002655, 5.010022765999616]
0 20 260 2.517167059132838e-06 0.02275604900023609 [4.99783142529201, 4.997508521110051]
0 41 533 2.8408741822557825e-05 0.04729011800009175 [5.002996149953538, 4.9976708033324]
0 44 572 6.693352013631922e-05 0.05438232100004825 [5.012402057817012, 5.007715247738394]
0 15 195 7.174043045036486e-05 0.018436286999985896 [5.001998174716534, 5.009543916706647]
0 20 260 4.467356478573629e-05 0.03175199600036649 [5.009454994611705, 5.010396541538685]
0 22 286 7.544117783561361e-05 0.02918213300017669 [5.013731085553923, 5.0111321242611995]
0 36 468 8.009814009360655e-05 0.04499811200003023 [5.008640597869041, 5.013636372310745]
0 24 312 7.772551489521244e-05 0.028254443000150786 [5.013784067437296, 5.009781148832299]
0 20 260 8.12550490581946e-05 0.02211622000004354 [4.990680434542253, 4.98607426293291]
0 17 221 9.749507997258446e-05 0.018954846000269754 [4.9899244061522445, 4.999094889278469]
0 23 299 2.871817792529195e-06 0.02564011300000857 [4.998791094281178, 4.997598123557909]
0 22 286 7.133823361272799e-05 0.02390578899985485 [5.012716502445583, 5.00772595577964]
