97 2564 33332 5.0258458293275327e-11 3.4959115729998302 [1.3268798254336664e-06, -1.8010776693608943e-06, 4.007373268292803e-07]
11 362 4706 7.275277397840975e-11 0.4926232659991001 [-5.711822658747184e-06, 1.9872139436972547e-06, -7.985382352674487e-08]
410 10000 130000 1.452917958793406 13.747944917000495 [1.201167035994903, 0.03140375515574067, -0.0015929596787373204]
8 334 4342 2.763002563041359e-12 0.46690341099929356 [1.3221746620153686e-06, 3.153520001234537e-07, -1.427861560070777e-08]
397 10000 130000 2749.1320759598643 13.691500566000286 [2.3207437145967056, 3.7997492916998046, 5.098397079252746]
165 4567 59371 5.03657527080614e-11 6.430643228000008 [6.47971973018502e-07, 1.3122613178365682e-06, 5.720628231876482e-07]
274 7459 96967 3.943216711675204e-11 10.304230755999924 [-4.064265205399829e-06, -1.5093331243098283e-06, -3.64761093785568e-08]
367 10000 130000 5.394865602467312e-05 13.732769821000147 [-0.0036035313039327103, 0.002015656586387407, 5.783627095351103e-05]
100 2383 30979 8.454801810614843e-11 3.2438455380006417 [2.0438800256595226e-06, -2.6510179536390897e-06, 3.176729551235137e-07]
73 2336 30368 1.0205869313402267e-11 3.1969847090003896 [2.2170058606766927e-06, -5.902481748905767e-07, -1.3441819993999684e-07]
366 10000 130000 0.0047143967424025275 13.754706190999968 [0.0021899499723963822, 0.019144590676218907, -0.0032317910512922234]
341 8684 112892 4.521154044698494e-11 11.900400806000107 [-3.1926037196049808e-06, -1.5093750815837684e-06, -3.498098135771681e-07]
404 10000 130000 47.922684388919485 13.814173457999459 [2.5730387252035483, -1.6190587369394462, 0.38844104019687253]
383 10000 130000 36.8129747127947 13.714415163999547 [3.3140429032317527, 0.30622269068042796, -0.4989225489538265]
130 3617 47021 3.726322539936827e-11 4.999467732000085 [-7.391395624088395e-07, -1.4836602917900835e-06, -3.8346342058016403e-07]
258 6593 85709 8.486505564862218e-11 9.123058743000001 [-2.53473072526248e-06, -1.7227408820010142e-06, -6.982967444708317e-07]
273 6973 90649 9.313124170710195e-11 9.660746692999965 [4.359638050391084e-06, -2.4804108622459587e-06, 3.54970665283862e-07]
368 10000 130000 539.7242668563833 13.812387001999923 [3.7264133438784643, 5.110668045901633, 1.6268030971600331]
163 4340 56420 8.969282772687722e-11 5.989994315999866 [4.32889458167216e-06, 1.5588069195465933e-06, -6.830425265192735e-07]
373 10000 130000 1.6486140765768753 13.51834408600007 [1.2013434079796659, -0.0037111092366352016, 0.04530456592475146]
412 10000 130000 1504.745438287776 13.587330640999426 [-1.9585226383665983, 0.4569983608793727, 2.2334304384607937]
76 2170 28210 9.383738002454292e-11 2.9898302379997403 [8.602993129248284e-06, 1.122339791511526e-06, -2.688758666475737e-07]
403 10000 130000 212.6790242730874 13.787976397999955 [1.6153828014626854, -0.5073357390026791, 1.4404709894931311]
54 1330 17290 4.9093215687612066e-11 1.836302515999705 [-3.3508738683563112e-06, 1.6658104713010293e-06, -3.180505422573163e-07]
46 1414 18382 7.268568479736822e-11 1.9350997700003063 [-4.706669309159672e-06, -3.232356407354256e-07, -7.034780452662771e-07]
66 1948 25324 7.720656741278819e-11 2.687567277999733 [-2.154181860380678e-06, -1.0191227784032893e-06, 7.885426783034044e-07]
115 3047 39611 3.3220571601455557e-11 4.093786790000195 [-4.4633151128583e-06, -4.57148771054118e-07, -3.3480650853923605e-07]
191 5070 65910 9.046556888071378e-11 7.161264807999942 [-6.288562620846909e-06, -8.10932651056039e-07, 6.659086378694384e-07]
380 10000 130000 5.8991556865154925e-05 13.923311243999706 [-0.004460773639550241, -0.0018861477750419624, -0.0001875505560879827]
