342 10000 130000 0.9326538934336015 8.306101968999428 [0.03432914476981096, 0.3297741138470803, 0.3817986949316383, -0.39405878820325985, -0.04088844674995491]
302 10000 130000 2.323737317522001 9.17200683200008 [0.19064027936724162, -0.04231936777030444, 0.020118832322634242, -0.7483440742785904, 1.1684087690506249]
339 10000 130000 0.06209554676621899 8.24931558499975 [0.014511661850669726, 0.06913111363877139, 0.06622632423516321, 0.09658793855680903, -0.058229645948255554]
346 10000 130000 5.877878506711822 8.823792578000393 [-0.2684378889621053, 0.38036947027421397, 1.0338278027661187, 0.34511619801961857, -1.4673900492564909]
20 929 12077 7.938328587549328e-11 0.780292923000161 [6.279134029463842e-07, 6.771408944051186e-06, 4.4028282518360085e-06, 1.832206131105622e-06, 3.224151923264601e-06]
341 10000 130000 3.822966718018329 8.224321161000262 [1.1188674607209437, -0.0010342584054443826, -1.218675566252253, -0.0760690823073789, -0.012025498094059981]
341 10000 130000 4.4291151211719075 8.671796599999652 [-0.27732145658477075, 1.1690368760218377, -0.45689693059667075, 0.3643180523062739, -1.2345356475071165]
358 10000 130000 0.052571630976078074 8.910518085000149 [-0.010423525365920963, 0.015168734736404394, 0.06512519057793922, -0.038488032567427895, 0.08068625336943319]
329 10000 130000 31.742654208078257 8.066005266000502 [-0.34829306629847867, 1.4834879533378071, 1.9136249600816568, -1.7479620917793954, -2.7754779188822494]
322 10000 130000 31.72540780582974 8.692128464999769 [1.5132010960300115, 0.8268043560197801, -0.8810875183580715, -0.36798709974723776, 0.5294290179837726]
338 10000 130000 0.8007015129889838 8.251693699000498 [0.033514853620590285, 0.37629036476150335, -0.01742251819456698, 0.3971668552272063, -0.5098419107253936]
336 10000 130000 5.89822258609185 8.820479552000506 [0.3698378961633423, 0.12350171644604813, -0.7914351859948715, -0.8750766192727131, 0.8683669152263371]
354 10000 130000 0.00045507194586032 8.10772449399974 [0.006149631189143554, 0.0015931262761678501, 0.0058730125377480236, -0.013063099944185901, -0.014476846146370459]
329 10000 130000 34.5838428374051 8.874744701000054 [0.46009430260143536, -1.5222888300549529, -2.4826596765816373, -2.3177089565231688, -1.3112661480937269]
366 10000 130000 0.001981952375593803 9.14147707400025 [0.017411278383132764, -0.021190675099603852, -0.01396518349026764, -0.013293969559960525, -0.029291621206479598]
352 10000 130000 7.724545105427569 8.486982187999274 [0.1313726026360449, -1.1368877439407843, -0.1193043634936734, -0.676597247446787, -0.15084838739686357]
352 10000 130000 0.08191808667538068 9.103714999000658 [0.025986628877358652, 0.015140029483255392, 0.025192025169266365, -0.00928335058239603, 0.017109721565608006]
334 10000 130000 20.111991250758237 8.237330063000627 [-1.230999051579605, -2.2318832006383693, 0.965048073916666, -1.1710294161343062, 0.5222090444012419]
349 10000 130000 26.71418940835644 8.75803162900047 (2.402413148902335, 6.414750220349518, 0.9023966098222429, 4.15179204120994, 6.832993420769135)
57 1698 22074 9.085129343626301e-11 1.5139094050000494 [5.967023149966605e-06, 4.309644639804967e-06, -6.171985061133894e-07, -4.220718526741139e-06, -4.298545377764605e-06]
240 7173 93249 5.888496140120327e-11 5.960016339000504 [-1.0859839451397962e-06, -1.3948415262971602e-06, -2.2293169730695914e-07, -6.496157173353504e-06, 3.6756306705166313e-06]
317 10000 130000 0.04666051575383724 8.833402019999994 [-0.016945621961720902, -0.01887304062168736, -0.06817553911785695, 0.03698127998390416, 0.0012848286272737026]
340 10000 130000 0.09188428702675407 8.486397707999458 [0.009322097241282114, 0.016270962487756665, -0.00866780882385491, 0.04270803459575167, -0.09815056892683471]
316 10000 130000 7.268159787379133e-06 8.394642436999675 [0.0005963363374526236, -0.00013821480201299877, -8.695200138649449e-05, 0.0006291885475080441, -0.002547547948450987]
341 10000 130000 0.06164995213395773 9.013451503000397 [0.05468859422093894, 0.07313420409974421, -0.021672233482382508, 0.10490662953093621, 0.04284170121664366]
365 10000 130000 18.10931915549305 8.336821306000274 [0.5534120538227159, 0.5840904306342941, -1.593066482705511, -0.22945854898872087, 0.520942011162953]
354 10000 130000 25.69522013873671 8.693718810000064 [-2.981502243907614, 1.025109765932041, -0.45535030969736656, 1.4818407935488846, 3.1736128362064346]
301 10000 130000 0.35917618293329656 8.383260115999292 [0.04297703662274388, -0.30697104917009466, 0.2541152460135742, -0.13044428475412084, -0.14665490972443343]
