0 297 3861 1.3724723475146433e-11 0.19765001199994003 [-7.988663157988736e-09, 2.047889980911693e-06, 1.7705472271031014e-06, -2.3989788044194007e-06, 5.2401557742643074e-08]
0 305 3965 4.398757390566794e-11 0.19364710399986507 [1.771066817239571e-09, 6.018301127263238e-07, 2.7913660097897683e-06, 5.9825668013201745e-06, 1.057256426063556e-07]
0 218 2834 7.795623890151571e-11 0.16147133700042104 [-3.201804516195198e-08, -4.101046457810234e-06, 2.703476537141565e-06, -5.967350200437806e-06, 2.82277361666319e-06]
0 201 2613 6.826174617807795e-11 0.13468887799990625 [6.825677543864232e-08, -2.7407810111115567e-06, 4.141834312043822e-08, -3.7613752289750133e-06, -1.0164940778057663e-07]
0 376 4888 7.796766774059926e-11 0.2724285089998375 [4.830736896849365e-09, -4.193891294533206e-07, -3.5429925163686933e-06, -2.498711270104611e-07, 8.05873369443809e-06]
0 274 3562 9.35035957163193e-11 0.17165339700022741 [1.0874880730292515e-08, -3.2866080496061727e-06, 1.1631897719874208e-06, 8.94224122807235e-06, 4.4998256511703295e-07]
0 264 3432 7.699852750755189e-11 0.1897039999998924 [-7.377297473183739e-09, 2.5848213663043457e-06, -5.416970630823741e-06, -6.058553012239221e-06, 1.929597215599695e-06]
0 281 3653 2.341494605124903e-11 0.17339044399977865 [-1.6264979013529284e-08, 5.3618043483062e-07, -3.5517326959203715e-06, -2.632855731499461e-06, 9.670712090063725e-07]
0 285 3705 9.265671867562771e-11 0.2038724179997189 [-9.7683701007482e-09, 2.871483114775049e-06, -5.855659570792966e-06, 7.004862207450002e-06, 3.166216962828095e-07]
0 317 4121 9.576276720790717e-11 0.19335525299993606 [6.182858108445745e-09, 8.52503616433375e-07, -6.889402978289067e-07, 4.7409756802703656e-07, 9.693003673268763e-06]
0 320 4160 8.873219336389865e-11 0.22669229499979338 [2.7145467909509445e-08, 1.1856724276858624e-07, -4.1068352521785255e-06, 8.026628866187962e-06, -2.377060127988106e-07]
0 333 4329 8.052687843640263e-11 0.200959948000218 [1.415535962024609e-09, 1.1255805364044671e-06, 4.4726683865521823e-07, -4.788871753245362e-07, 8.87752943786847e-06]
0 312 4056 4.4262434503908536e-11 0.2222138899996935 [-1.8309863008367477e-08, 1.626062766193189e-06, -4.3316020241789184e-07, 6.157548054168388e-06, 4.0350681543839363e-07]
0 226 2938 8.571122034313778e-11 0.1394764380002016 [8.607828281098132e-09, -3.1184163873467286e-06, -4.1030925375485037e-07, -2.0009442181495634e-06, -8.430517247075258e-06]
0 10000 130000 0.04000000000000001 6.0349593169999025 [-1.0230774527426935e-11, 3.642790847402388e-10, 3.3288694699665954e-10, -6.941366297792093e-10, 9.966096053062985e-10]
0 249 3237 9.222778299007106e-11 0.15844982600037838 [-4.691521195598574e-09, -5.202232385693599e-06, 7.896303294841707e-06, -1.3217072439810646e-06, 9.19750901659911e-07]
0 307 3991 8.450895593885877e-11 0.2155718250000973 [4.234258928275552e-08, -5.496669651529482e-06, 4.189927162850547e-06, -4.147333035559527e-06, 1.2691607744080648e-06]
0 289 3757 7.765120968502419e-11 0.18098116800001662 [-3.291476571924278e-08, 3.4509702144133294e-07, 6.795082177632075e-06, 1.4742275998589067e-06, 4.2839013632822235e-06]
0 274 3562 9.421211505835621e-11 0.1968285719999585 [-1.4335001346932115e-08, -1.0822656203629443e-07, -6.377061292912848e-08, 8.602851344329765e-06, 4.258211066839073e-06]
0 354 4602 6.766854513259286e-11 0.22724740700004986 [-4.791337922931342e-09, 7.082581873608532e-06, -5.033581746895907e-07, 1.1677545838459866e-06, -3.957144137529915e-06]
0 200 2600 7.066820662054276e-11 0.138450038999963 [-4.136007978186749e-08, 2.3189870546406237e-06, 2.30832155475036e-06, 3.0168806712837147e-06, -5.809821536023041e-06]
0 244 3172 8.828219867557346e-11 0.1699011310001879 [-4.9965166497457385e-09, 4.801807898302531e-06, 5.36365810464062e-07, -6.909628654591277e-06, -4.116373570277289e-06]
0 324 4212 6.934493771753546e-11 0.20005981900021652 [7.109666813330457e-08, 7.578121525654817e-07, 3.6186899109045183e-07, 3.4292493682693807e-06, -2.516464954236062e-06]
0 328 4264 5.798600502553397e-11 0.23199314200019217 [1.1277236390399178e-08, -7.089981779553054e-06, -1.624384265912906e-07, 1.0462772727372054e-06, -2.307665576120246e-06]
0 263 3419 8.404771242169561e-11 0.1814030069999717 [3.964994506128041e-08, -1.0989597003786393e-06, -5.005545465758122e-06, -4.938019932732781e-06, 4.2046750527449565e-06]
0 7949 103337 7.463757327117739e-11 5.479740703000061 [2.122773872905408e-08, -3.206040899400754e-06, -4.384527740888757e-07, -4.847420043177794e-06, 6.013566678515265e-06]
0 222 2886 4.213412381977909e-11 0.15148507200001404 [-1.7383426177808575e-08, -3.980481571191499e-06, 9.098826772455118e-07, 4.736544380050532e-06, -7.291141097929234e-08]
0 293 3809 1.3807389933714422e-11 0.26096987000028093 [1.2624292580082105e-08, -3.725485395051004e-07, 2.635520314135538e-06, 9.07411728147433e-08, -2.262889436381503e-06]
0 259 3367 3.792355928069981e-11 0.2005470700000842 [1.820435505598118e-08, 4.4670961291024705e-07, 5.203667123069581e-06, -1.3810978398838108e-06, 2.3290430655838305e-06]
0 280 3640 5.271992995453521e-11 0.20157078600004752 [2.8846561822620567e-08, -5.299900539659124e-06, -5.578969144847622e-07, -1.8709896991549032e-06, 3.5352357082460656e-06]
0 401 5213 7.067280847644377e-11 0.30332518200020786 [-6.435386975460468e-09, 5.9318790258274635e-06, -2.223970132371397e-06, -5.4556483630727806e-06, 6.011118306721086e-07]
0 241 3133 9.862418579874602e-11 0.184323976000087 [2.076808413271811e-08, -2.950149929863139e-06, 4.276837143366587e-06, -2.4511749354254633e-07, -8.200990761372513e-06]
0 365 4745 9.214344842894152e-11 0.27188625999997384 [-2.1933403854858838e-08, -2.2073934426835598e-06, 3.86750587082302e-06, -5.117759555226999e-06, 6.427367738473348e-06]
0 295 3835 6.16963492234708e-11 0.18844432000014422 [7.124981810521464e-08, 1.805498698836807e-07, 1.422334872880914e-06, 2.9606358139912313e-06, 3.316387401878345e-07]
0 258 3354 9.135297387960726e-11 0.22946022299993274 [3.022910916647323e-08, 2.5965713922267162e-06, 7.697265937156537e-06, 3.6164649552492132e-06, 1.7737189165241271e-06]
0 234 3042 9.500486087241115e-11 0.17568850299994665 [-5.840953878908353e-08, -1.8636565823539845e-06, -7.309242257467889e-07, 6.191044891094887e-06, -4.307158661181363e-06]
0 286 3718 5.939027507537438e-11 0.21495023799980117 [1.7265577607220746e-08, -8.099088973226705e-07, -7.278326816318689e-06, -1.5949447867351859e-06, -4.852121540366078e-07]
0 295 3835 9.541310206856488e-11 0.2326913830002013 [5.007821351195383e-08, -3.171159363522e-07, 8.260687649937833e-07, -8.321323681644147e-06, -5.54479437669162e-07]
0 212 2756 5.616576580014347e-11 0.180018459999701 [3.5485550458412285e-08, 1.4594238820159274e-06, 3.5942464691732108e-06, -5.264131690125309e-06, -9.021722048667586e-07]
0 235 3055 7.447349791559451e-11 0.2428003949999038 [-1.8984353713260415e-08, -3.1091679348555606e-06, 6.29788165920575e-06, 1.3331752254181014e-06, 4.445429814352027e-06]
0 458 5954 7.304563913815252e-11 0.4004926039997372 [2.601381181794071e-08, -4.0708876080121975e-06, -2.2436833432013317e-06, 4.493102661828183e-06, -4.948155483996671e-06]
0 188 2444 6.298243895539311e-11 0.1171998340000755 [-5.422278559017681e-08, -4.770894076441358e-06, -3.213875579149205e-06, 6.578811917120974e-07, 2.410394045106394e-07]
0 232 3016 9.87894325770425e-11 0.18362524499980282 [2.865438193397003e-09, -2.6350124589252465e-06, 7.048037475214391e-07, 1.2332027940954845e-07, -9.552595372154917e-06]
0 257 3341 9.937074965106773e-11 0.1733642169997438 [-2.3682263820270595e-08, -7.276537473635129e-06, 7.627779622732154e-07, 5.572955617960756e-06, -3.0289587831187843e-06]
0 274 3562 9.613015390842031e-11 0.19929029100012485 [8.861362869976331e-08, -3.283495211075287e-07, 2.8121637036367817e-06, -2.7060348386076923e-06, -1.505888224006981e-06]
0 270 3510 8.774215530291925e-11 0.17696954099983486 [2.7597960698522075e-08, 3.74619778747865e-08, -1.48042076370102e-06, -8.82451189359945e-06, -2.4621486162702703e-07]
0 286 3718 8.586275732574327e-11 0.22525490999987596 [7.510081677998915e-08, -2.2760928586974125e-06, 4.708533118557686e-06, 9.707806979476482e-07, -1.0808017959147851e-06]
0 293 3809 7.348321161025559e-11 0.18626218100007463 [1.28445478620512e-08, 5.3718357170588635e-06, -4.866016933818024e-06, -1.5493543149631724e-06, 4.110735815870714e-06]
0 277 3601 4.982370249991194e-11 0.21793206900019868 [-3.695693615467061e-08, -1.2954776820362378e-06, 2.3437544814351546e-06, -5.377054932455055e-06, -2.852787408261443e-07]
0 322 4186 9.678730395676697e-11 0.24881153000023915 [-4.211856328116731e-09, 5.689252597567987e-06, -9.74892040538709e-08, -7.343719251644758e-06, 3.2097655535351817e-06]

