0 69 897 4.684707636783476e-11 0.12171016399997825 [-8.415635804890405e-07, 5.044444371078089e-06, -4.548893062595317e-06]
0 63 819 5.851670531437872e-11 0.08424750899985156 [6.6462793551781e-07, -7.26839634707386e-06, -2.2902815467866443e-06]
0 61 793 7.154845914030898e-11 0.07398917599994093 [4.094882671010002e-06, -6.881181267824736e-06, 2.7257548331258523e-06]
0 66 858 4.3081545628242093e-11 0.07918277300041154 [-4.054601022814446e-06, 9.420313711611926e-07, -5.074872714638497e-06]
0 68 884 7.562820854401244e-11 0.08952696999995169 [1.619477195533558e-06, 7.675808853890447e-06, 3.753326603920346e-06]
0 60 780 9.337093284347668e-11 0.07204519100014295 [-8.729872915720622e-06, -2.5518492009200112e-06, 3.2631759643954394e-06]
0 79 1027 1.6780756380247043e-11 0.08595562799973777 [1.9776993575442117e-06, 3.4487265957487163e-06, -9.87798815139867e-07]
0 90 1170 1.1918532307603365e-11 0.11189482899999348 [2.6937731878208526e-06, -3.875186677359492e-07, -2.124134553727e-06]
0 77 1001 7.72054480822083e-11 0.09113744400019641 [6.591020760172564e-06, -5.763180609940468e-06, 7.413789033879932e-07]
0 89 1157 3.310714008018714e-11 0.09126547000005303 [2.434785013350274e-06, -5.1432107228802865e-06, -8.522590445406175e-07]
0 76 988 7.470736795045315e-11 0.05208438699992257 [-4.870428341122258e-06, 3.552815887784165e-06, -6.193851386008116e-06]
0 72 936 4.7980317304998657e-11 0.04753156099968692 [2.0128912201215223e-06, -6.4011165188163835e-06, 1.7188058510176087e-06]
0 66 858 9.959944883136616e-11 0.05028068899991922 [-6.72059654972208e-06, 4.370345712927231e-07, -7.364918983310327e-06]
0 57 741 7.979588085281116e-11 0.04370628600008786 [-8.909595719271642e-06, 3.9422842189555014e-07, -5.094790705390641e-07]
0 74 962 9.266563915269581e-11 0.04822262400011823 [-4.9686405715296565e-06, 3.6738486264128314e-06, 7.381130421138066e-06]
0 50 650 6.620654227544303e-11 0.030890089999957127 [3.674422439435018e-06, 1.1972802138440316e-06, 7.1604247151657864e-06]
0 76 988 9.460426952279862e-11 0.055303248000200256 [-5.991419894724033e-06, 7.65678273325911e-06, 2.8431557039461943e-07]
0 67 871 2.6554627430400694e-11 0.046215809999921476 [-2.0473746387858913e-06, -4.139538571857185e-06, -2.2862862749366304e-06]
0 91 1183 6.077200252284643e-11 0.057886170000074344 [6.079947840018156e-06, 7.122355730182823e-07, -4.82689934368144e-06]
0 64 832 2.0071272666247163e-11 0.039693090000127995 [-4.198644725283317e-06, 2.1543204065971485e-07, 1.5479806758984226e-06]
0 116 1508 5.115107216968857e-11 0.06912484800022867 [5.313922586121038e-06, 4.367912309185624e-06, -1.958223934504424e-06]
0 115 1495 8.572573312118233e-11 0.07678149399998802 [2.967750052779855e-07, -8.524565979685226e-06, 3.6013098416295498e-06]
0 68 884 9.615802354217089e-11 0.046727687999919 [-9.320917671895511e-06, 8.9965881016375e-07, 2.9101771975623044e-06]
0 91 1183 3.7773157245066715e-11 0.061954272000093624 [-5.809629782670204e-06, 1.2165142497088565e-06, -1.5941932485220762e-06]
0 67 871 2.0074659725741285e-11 0.042581826000059664 [-4.945283301985438e-07, 4.270230902973057e-06, 1.2630239473843058e-06]
0 102 1326 7.669715811040217e-11 0.06769596499998443 [2.383920744890785e-07, 7.504600506494098e-06, 4.507915102034586e-06]
0 104 1352 6.045264321792285e-11 0.06632916199987449 [4.409289283318716e-06, -3.1292304052301394e-06, 5.58737221821822e-06]
0 119 1547 6.999006157853729e-11 0.07172511500039036 [-6.2214516879864514e-06, -1.4541316388720329e-06, -5.400842679565769e-06]
0 75 975 6.011957792630836e-11 0.047882781000225805 [5.867026398679859e-06, 2.0470085204135812e-06, -4.6376001639701764e-06]
0 99 1287 8.02578738100422e-11 0.07436395800004902 [1.0759414288507047e-06, 1.100782938835688e-06, -8.825446208169486e-06]
0 55 715 6.634016397481369e-11 0.037435174999700394 [-5.205955880251995e-06, -3.547130003070274e-06, 5.162950327961915e-06]
0 63 819 7.062703392694797e-11 0.041660665000108565 [-1.4412364279755418e-06, 1.0258404303066445e-06, -8.215687609517085e-06]
0 71 923 8.585966675853414e-11 0.04386236200025451 [4.2443483789214974e-06, -5.354278217533652e-06, -6.25914358088431e-06]
0 81 1053 6.150551659375027e-11 0.05109112300033303 [3.7970412414028415e-06, -6.754044646546168e-06, -1.2127964863476808e-06]
0 80 1040 7.218680629550014e-11 0.05169098900023528 [-3.1439244215836676e-06, -3.928650552135949e-06, -6.846039027501366e-06]
0 92 1196 9.796020500066242e-11 0.08161960600000384 [-5.635364540448179e-06, -6.329009724933578e-06, 5.113365564735021e-06]
0 70 910 4.546714173885199e-11 0.04087835000018458 [-1.8834133532814691e-06, 6.416410334633094e-06, 8.657795892412034e-07]
0 70 910 2.1338931144180126e-12 0.0404817369999364 [-8.571342155216041e-07, 7.811796466908218e-07, -8.882411894278377e-07]
0 62 806 5.099309858827693e-11 0.036436177999803476 [9.985383368917673e-07, 7.070783925193468e-06, -5.870371368930714e-09]
0 58 754 9.889103461852153e-11 0.04403580100006366 [-9.573130227476153e-06, -2.634231674738464e-06, 5.541080671750777e-07]
0 101 1313 8.202666684853043e-11 0.06662374999996246 [-5.672146406090768e-06, -3.202735439174047e-07, -7.053428021428205e-06]
0 78 1014 2.0794234600853106e-11 0.04736548200025936 [-2.2284265236871134e-06, -3.7719922666153925e-06, -1.2650787208607014e-06]
0 101 1313 2.3401674654421736e-11 0.05842814800007545 [-4.566544500983288e-07, -6.316024004157689e-07, 4.77432924874439e-06]
0 97 1261 3.265209710863818e-11 0.06358467800009748 [4.102215008432973e-06, 2.67205330877036e-06, 2.9468729610071097e-06]
0 84 1092 2.198597794642596e-11 0.058607886000118015 [-2.0325643870841836e-06, -2.303054698748428e-06, -3.5426824601360825e-06]
0 67 871 6.700504379824118e-11 0.041645622000032745 [7.78669357069393e-06, 4.6269799547612533e-07, 2.48160383609821e-06]
0 62 806 7.242482833781608e-11 0.03482783200024642 [-2.323143313028624e-06, -8.072798637176026e-06, 1.3629951021758533e-06]
0 117 1521 2.8426264354356627e-11 0.08142078500031857 [-3.3091685145062465e-06, -3.6690545312696212e-06, -2.003423805271119e-06]
0 82 1066 6.958022024681559e-11 0.053619081999841 [-8.061902165835375e-06, 1.7429838822726284e-06, 1.244170768605467e-06]
0 58 754 4.55405426476428e-11 0.0419574380002814 [1.0544706555909425e-06, 3.4613875355921775e-06, 5.696264619255984e-06]

