0 119 1547 3.4624626497014024e-11 0.06940197299991269 [5.121671669266565e-06, -5.276720156475443e-07, -2.368275374248283e-07]
0 94 1222 4.5078720022990075e-11 0.051606252000055974 [-5.440809395620035e-06, 9.591348990178312e-07, -2.505377336527049e-07]
0 98 1274 3.140920934343915e-11 0.055693397000140976 [3.0880767615088534e-06, -1.104252699160263e-06, 3.111149469639939e-07]
0 92 1196 7.76973545932864e-11 0.06423509699970964 [7.774482734238307e-06, 3.534440262219338e-08, 4.1523825137322856e-07]
0 96 1248 6.635226776708561e-11 0.10210463700013861 [-6.905542874110019e-06, -6.578488107059008e-07, 3.786567681085637e-07]
0 115 1495 1.738787581088528e-11 0.1221177610000268 [4.5060954180290577e-07, -1.0426267514967824e-06, 2.51279155967106e-07]
0 98 1274 2.8175931319163303e-11 0.09933002100024169 [-3.1970864095804526e-06, 1.2586172464914055e-06, 1.4537524126147461e-07]
0 94 1222 5.0018784962429026e-11 0.09321100399984061 [1.4382775717190635e-06, 3.877209784252694e-08, -6.923518602084336e-07]
0 157 2041 5.694814371327129e-11 0.18583963799983394 [-7.1834296417585264e-06, 1.0387329329091746e-07, -2.28879568432511e-07]
0 77 1001 4.8953986870979694e-11 0.09659537600009571 [6.602625754636003e-07, -1.6106938901875635e-06, 4.7512832080971965e-07]
0 190 2470 9.048879487757768e-11 0.2851297470001555 [9.490268414483352e-06, 6.682249318311605e-08, -6.155873964639277e-08]
0 124 1612 2.983581168415588e-12 0.15081620899991321 [-1.5219845523214573e-06, -1.1675028233450194e-08, 8.159541213008994e-08]
0 80 1040 9.004968004093176e-11 0.07598463100021036 [-9.401505161214837e-06, 3.9643623274746535e-07, -2.996062052637085e-08]
0 75 975 2.93899597151965e-11 0.07395368100014821 [-3.205902320772737e-06, -4.586954705441177e-07, 4.1240919822287637e-07]
0 86 1118 6.275757233338056e-11 0.06616275099986524 [-5.463210194947476e-07, -2.355837153531786e-06, 2.6380710258503846e-07]
0 97 1261 1.33068711195878e-11 0.06265953199999785 [-1.1635848549506185e-07, 1.152931789709411e-06, 2.854304145741175e-09]
0 77 1001 7.294885145698996e-11 0.06955680100008976 [7.014602076788378e-06, -1.5311182558339354e-06, 5.486146441962794e-08]
0 139 1807 6.23423245096294e-11 0.09637093099991034 [-5.052594607322447e-06, -4.1264122334975823e-07, 5.92544381895649e-07]
0 89 1157 5.3458247579052276e-11 0.05368161699971097 [3.1474309142382304e-06, 1.9541047018787866e-06, 2.3166083743485768e-07]
0 82 1066 6.596740193272998e-11 0.04812227599995822 [6.856604296510038e-06, -1.3592167914035962e-06, -6.925868851452442e-08]
0 92 1196 9.537945008650549e-11 0.06531281299976399 [-7.855576570840708e-06, -5.808266135670037e-07, 5.504159452258527e-07]
0 110 1430 9.936434686494854e-11 0.0735388499997498 [9.72916976043731e-06, 6.405303527608086e-07, -7.776961549743574e-08]
0 83 1079 4.324100218705573e-11 0.05166354099992532 [3.3136952804925903e-06, -8.418192596812625e-07, -5.017352799574071e-07]
