0 48 624 0.023679852999975992 [-0.0011191721325107598, 0.0014415246520269004]
0 29 377 0.01441113700002461 [0.00021565916917270318, -0.0015476234357831853]
0 22 286 0.010959720999835554 [0.0006665653354430371, 0.0011963882570615962]
0 29 377 0.014096398000219779 [0.0006398157606190996, 2.524307226188082e-05]
0 30 390 0.014758460999928502 [0.0023446124827808416, 0.0002481512214012134]
0 22 286 0.011113527999896178 [0.0008172899585677674, -0.0012378780398127312]
0 24 312 0.01225263799960885 [0.0004467027002692662, 0.0016972803944440614]
0 24 312 0.015534153999851696 [0.0005668433877512626, -0.0004798408627828543]
0 14 182 0.007905355000275449 [0.0008796486457440301, 0.001452974998769287]
0 19 247 0.0105851119997169 [0.0003655836696070669, -1.1937043717417156e-05]
0 25 325 0.013687898000171117 [-0.0007417276561746521, 0.0006402610635842512]
0 62 806 0.031750422999721195 [-0.0011123954363779522, 0.0007049727578298422]
0 33 429 0.018625244999839197 [-0.001858786633580745, 0.0004524382411053582]
0 16 208 0.010925665999820922 [-0.0011872102869542479, 0.0013018807907619855]
0 43 559 0.03582771399987905 [-0.0012481979518303332, 0.0014401238012886359]
0 21 273 0.018566700000064884 [-0.002404548125854891, -0.0004613090660062465]
0 26 338 0.022768498999994335 [-0.0010259459908178057, -0.0014077766541584094]
0 29 377 0.024015657999825635 [-0.0008167430790002291, -0.0003089243226013158]
0 27 351 0.021305787999608583 [0.002133401358603647, 0.0008004329621545793]
0 32 416 0.01546797900027741 [0.0012189425331206969, -0.0003976816839691311]
0 21 273 0.010128167999937432 [-0.0015670279977796004, -0.0011944969713424142]
0 40 520 0.018454484000358207 [-0.0005412649638506985, -0.0010596202229251118]
0 40 520 0.01863309800000934 [0.0003997916844946294, -0.0003154594898154344]
0 26 338 0.012499458999627677 [0.000812792201138553, -0.0009423786063646236]
0 26 338 0.012566914000217366 [0.002156758677070745, 0.0005396382379049009]
0 33 429 0.015229549999730807 [-0.0013772290430861152, -4.887745416125842e-05]
0 32 416 0.016221690999827842 [0.0011433988301459376, 0.00037918498456176574]
0 21 273 0.011210148999907688 [-0.0003351336594293215, 0.0003710696170841656]
0 19 247 0.00976542199987307 [-0.0012701592978165074, 0.0013311538003793714]
0 36 468 0.017096255000069505 [0.0012535032760135475, -0.0010497822227920669]
0 31 403 0.014985406000050716 [-0.002621963531445641, 0.00020637001150966214]
0 51 663 0.023075828999935766 [0.001973596393504406, 0.0007312719307074672]
0 14 182 0.00982457100008105 [0.0017971144702070454, 0.00013998328236549187]
0 40 520 0.02484313100012514 [-0.0017638335467714287, 0.0008978438201090689]
0 74 962 0.04414724900016154 [0.0018435485341131246, -0.0008451152740636802]
0 38 494 0.021984380000048986 [-0.00033626392590813223, -0.0010472971102203719]
0 24 312 0.013188644999900134 [0.0001705797636872388, -0.0016466237871664623]
0 21 273 0.01121860100010963 [0.0011673941978987581, -0.00011196597595048655]
0 32 416 0.016301955000017188 [-0.0005326116123181845, 0.0016823404591529618]
0 26 338 0.012612825999894994 [0.00178628191120846, -0.0004675491641301611]
0 26 338 0.012460959999771148 [-0.0004747321752114572, 0.000416774868425146]
0 26 338 0.012179739999737649 [-0.0009942781421496821, 0.001212559744535598]
0 41 533 0.019136986999910732 [-0.002519956410097647, 0.0003253403479089157]
0 32 416 0.01517793699986214 [-0.0004159983244280477, 0.0005454176028546844]
0 26 338 0.01690062899979239 [0.00038952352654799023, -0.001602163743766539]
0 23 299 0.013026026000261481 [0.0012297608080645108, 0.001243965037693713]
0 25 325 0.015637299999980314 [0.0021537456148861007, -0.0005366154554604431]
0 22 286 0.014822779000041919 [-0.0011526750021821986, -0.0010568099826970545]
0 23 299 0.0143191110000771 [-0.0015997174557325928, 0.00013611143958375537]

0 10000 130000 4.357042005000039 [0.6186120671748214, 7.406703914871915e-10]
