0 14 182 0.3979693081543818 0.009300740999606205 [9.427059865076945, 2.259363124320437]
1 28 364 0.397943266727248 0.015299925998988329 [3.1387775237013398, 2.2480150016881653]
0 19 247 0.3979406662647378 0.011240294999879552 [9.424056501942745, 2.242297863920638]
0 8 104 0.3979329432818055 0.005189690000406699 [3.1419931833695607, 2.242986862290223]
0 9 117 0.39788970954991676 0.006155211000077543 [-3.140918731526302, 12.247977278949337]
0 9 117 0.3980117078997356 0.006359412000165321 [3.1366811157521957, 2.250990310157371]
4 50 650 0.3980213935108772 0.026163502001509187 [-3.146028551358068, 12.254302374805324]
1 23 299 0.39794798236080986 0.013266574000226683 [3.1450872836599304, 2.245809197224668]
0 9 117 0.39794513841495416 0.006072631998904399 [3.1385877435298126, 2.248593736559]
2 28 364 0.3979938082714263 0.0163281460008875 [9.42207514504891, 2.2562986326114136]
1 31 403 0.39800128711968696 0.017591895999430562 [3.141725760264032, 2.2392242935762128]
0 18 234 0.39791098167559547 0.009864430001471192 [9.424750691176623, 2.254838379439865]
2 31 403 0.39795336946785653 0.01699085499967623 [9.423582551148165, 2.2413579348891757]
2 36 468 0.39800853870526076 0.019964876000813092 [3.139700465743669, 2.2617038260424147]
1 28 364 0.39797314716830456 0.019340643000759883 [3.142857223479296, 2.2401557965126995]
3 44 572 0.3980207785992462 0.03180921500097611 [9.42971133566858, 2.257999821365349]
4 70 910 0.3979568862695988 0.058314211999459076 [3.14379534095177, 2.241448166268133]
0 14 182 0.39798827443942386 0.008075224999629427 [9.4293611825806, 2.2539073036271637]
0 11 143 0.39797702552397496 0.006770042999050929 [9.421136246123728, 2.252202307282423]
0 15 195 0.39790296796756586 0.008349940000698552 [9.422976246224861, 2.248407996645592]
3 27 351 0.3978979452170286 0.018757797999569448 [9.423694995448981, 2.2513647263738252]
1 12 156 0.39791976116312 0.007312572000955697 [3.144041068779432, 2.2461491177405195]
1 25 325 0.3980209959209713 0.013921219999247114 [3.146749420339915, 2.248342613856199]
4 40 520 0.3979953205612716 0.030793809000897454 [3.146159067973404, 2.24917071487251]
0 11 143 0.398015283173482 0.010924813999736216 [3.138331562287715, 2.261363858781569]
1 31 403 0.39799797004454973 0.02694001700001536 [3.146162443818994, 2.2495835913110245]
0 15 195 0.39790163920821797 0.014412315000299714 [3.1407961345652615, 2.2539858674324598]
2 45 585 0.3978906365018595 0.041091442999459105 [3.142417533619897, 2.2494532286721567]
0 15 195 0.3980194212047028 0.015248573999997461 [3.1466235353390726, 2.2492478479079456]
1 13 169 0.3978924301577269 0.01341973599846824 [9.424800215958768, 2.247766033014019]
2 44 572 0.3980209690258967 0.0375216909997107 [3.1370708913808, 2.2476471162345173]
0 24 312 0.3979792278088503 0.016328810999766574 [9.42243128641079, 2.2400443149595164]
7 73 949 0.3979975349758522 0.040161928000088665 [3.139786619086217, 2.2417156061055565]
2 30 390 0.3979236852483883 0.018184386000939412 [-3.14260806235132, 12.246822690102661]
3 48 624 0.3979831383591321 0.03391798499978904 [3.1451777201594204, 2.241311415928852]
1 43 559 0.3979047876610107 0.03465094000057434 [3.1397262346250647, 2.250645832128287]
1 27 351 0.39794349482934344 0.018154280998714967 [9.42343836141402, 2.2420406255753007]
0 15 195 0.3980147651247048 0.009883288999844808 [9.427934639292936, 2.2614332858334465]
0 32 416 0.3979069848916037 0.023774311999659403 [-3.1414219129892436, 12.254006821389327]
1 23 299 0.3979003106675876 0.020012007998957415 [9.425850232428218, 2.248127107917151]
1 35 455 0.39792855484597567 0.024806356999761192 [9.422884918323282, 2.2533921824319636]
2 26 338 0.39790244960844845 0.01645522400031041 [9.426114611719667, 2.248511617768722]
2 44 572 0.39799843015399894 0.023445443001037347 [3.145677030512473, 2.252317896839335]
6 73 949 0.39790269978617765 0.042015224000351736 [3.1427822750058354, 2.251977137603497]
1 37 481 0.39801402078739123 0.02214384400031122 [-3.1463275073200436, 12.256944229083404]
0 22 286 0.397996009789523 0.012882249999165651 [3.1370717547941074, 2.2503558700206314]
0 11 143 0.398020328993006 0.007861015999878873 [3.1454547952311853, 2.254761637747865]
0 25 325 0.39790548862306707 0.015549867001027451 [9.423542203589072, 2.2457305922264483]
2 30 390 0.39797565997978523 0.019635323000329663 [9.420702361555964, 2.249683630651597]
1 43 559 0.3980010063281725 0.02829764699890802 [-3.1461390028708154, 12.26465284878769]

