0 10000 130000 -3.2031619183962317 5.897226506998777 [0.40465312706409545, 0.8824449226937507, 0.8461015733089637, 0.57398969285914, 0.13892659405486474, 0.03849589208584117]
0 27 351 -3.321980929467888 0.01943402100005187 [0.19948565295995024, 0.15187667184668208, 0.47950549289170225, 0.27575815415124605, 0.31302335549448085, 0.6549024985238467]
0 45 585 -3.321955883183658 0.030909047000022838 [0.19865708347377953, 0.15118328689283925, 0.48033149871891434, 0.2739180593358735, 0.3104504429286157, 0.6557065557996038]
0 10000 130000 -3.2031619183962317 5.754367393999928 [0.40465312753972843, 0.8824449239178128, 0.8461015732240739, 0.5739896908283516, 0.13892659241645994, 0.038495892395052245]
0 45 585 -3.3219673615188245 0.031069184000443784 [0.2002982707110495, 0.15104581622385888, 0.48210729938122227, 0.27684619303693464, 0.31229943742987976, 0.6580027929000201]
0 45 585 -3.3220878757451175 0.028125603999797022 [0.20020716077619513, 0.15008244616302788, 0.47661081085419854, 0.2744225518375825, 0.3119369674522436, 0.6602053575263583]
0 42 546 -3.3219783664536946 0.035774636000496685 [0.19704349281032782, 0.15148613152800122, 0.4790367499487818, 0.27603329367881907, 0.3107197216250376, 0.6575346754334562]
0 10000 130000 -3.2031619183962317 6.283364220000294 [0.4046531271210142, 0.8824449240750669, 0.8461015873315, 0.5739896910760774, 0.1389266007000207, 0.03849589300891804]
0 33 429 -3.321966111293762 0.02245418299935409 [0.20391217748129042, 0.14771401364489428, 0.47231752481920386, 0.2746914120823259, 0.31272113176287125, 0.6582361308926037]
0 44 572 -3.3221477635690593 0.027966072000708664 [0.20170807341604713, 0.15139305643804876, 0.4736714356940285, 0.2742506095543132, 0.31074436549222967, 0.6581630869124628]
0 10000 130000 -3.2031619183962317 6.524771815000349 [0.4046531282951554, 0.8824449237796205, 0.8461015693719974, 0.5739896926268001, 0.1389265963725595, 0.038495893734109415]
0 38 494 -3.3219730549597433 0.03450979199988069 [0.19918207392434553, 0.1503895541428042, 0.47630786197226727, 0.27402965436788207, 0.31216033738718035, 0.6541254417622205]
0 10000 130000 -3.2031619183962317 6.721898490000967 [0.4046531274488235, 0.8824449242402532, 0.846101558715367, 0.5739896914153436, 0.1389266062078042, 0.038495892735062105]
0 48 624 -3.3220208364690915 0.031741287999466294 [0.2004401536387599, 0.1451100914520206, 0.4781086417684766, 0.2763271764216755, 0.311373942899206, 0.6574226726821847]
0 10000 130000 -3.2031619183962317 5.894525915000486 [0.40465312833014894, 0.8824449252473461, 0.8461015822999389, 0.5739896930311714, 0.13892661083504598, 0.03849589263345899]
0 10000 130000 -3.2031619183962317 5.657754194999143 [0.4046531279682661, 0.8824449253164149, 0.8461015646804557, 0.5739896925616443, 0.13892659581468206, 0.038495892782974786]
0 37 481 -3.322059314065161 0.0241362080014369 [0.2035229728974705, 0.1489134734971298, 0.47347783651898806, 0.27451127559594557, 0.3099693230653804, 0.6576291885553464]
0 39 507 -3.3220168973817668 0.02464979100113851 [0.20123955130663135, 0.14804662877445565, 0.48090970707634345, 0.2736261702990527, 0.3112390590685906, 0.6556871555905649]
0 10000 130000 -3.2031619183962317 5.65168828700007 [0.40465312793847763, 0.882444924831233, 0.8461015865886077, 0.5739896919862623, 0.13892661332716996, 0.0384958917231095]
0 10000 130000 -3.2031619183962303 6.507699268999204 [0.4046531321032224, 0.8824449242835282, 0.846101621449619, 0.5739896918972326, 0.13892660471850837, 0.03849589260526458]
0 38 494 -3.321947686911518 0.027597017999141826 [0.20114893385120364, 0.15010862999737923, 0.4830461123665013, 0.27409504905129695, 0.3113552738136621, 0.658124314886902]
0 44 572 -3.3219758188234767 0.029945259000669466 [0.19854354593568882, 0.1458585249907685, 0.4759058912516241, 0.27644062964628824, 0.31224503821470145, 0.6567038015677271]
0 38 494 -3.322145469949547 0.026570918000288657 [0.19999264319093682, 0.14853576140389407, 0.479269422585659, 0.27368239097568325, 0.31268476704961023, 0.6572286079057624]
0 10000 130000 -3.203161918396231 6.319302096000683 [0.40465312756110206, 0.8824449235547993, 0.8461015980211587, 0.5739896938480511, 0.1389266225873382, 0.03849589081321853]
0 10000 130000 -3.2031619183962277 6.603909094999835 [0.4046531285834657, 0.8824449255819178, 0.8461014119766721, 0.5739896936750412, 0.13892659098543292, 0.03849589256160096]
0 10000 130000 -3.203161918396231 6.084987051999633 [0.4046531282038444, 0.882444923575521, 0.8461016229275886, 0.5739896914381808, 0.1389266080986139, 0.038495892842726843]
0 10000 130000 -3.203161918396231 6.01989941300053 [0.4046531260619519, 0.8824449215826766, 0.8461015570288962, 0.5739896937079855, 0.13892660986076977, 0.038495891965425535]
0 44 572 -3.3219875097913403 0.031010598999273498 [0.20164847002457012, 0.15283925936676795, 0.47163957981608196, 0.27587770057832295, 0.3118842901091814, 0.6579819055153102]
0 10000 130000 -3.203161918396231 5.996602041999722 [0.4046531269189096, 0.8824449242199365, 0.8461015623791198, 0.57398969541216, 0.13892662749810056, 0.038495892208661335]
0 10000 130000 -3.2031619183962317 5.916307408999273 [0.40465312840384215, 0.882444924287042, 0.8461015587527204, 0.5739896934888761, 0.13892661164251754, 0.03849589167561988]
0 42 546 -3.3220957137488516 0.02798463499857462 [0.20121526886219937, 0.1534435005047003, 0.47364701258027053, 0.276113552137424, 0.312078238059587, 0.6572085078540254]
0 66 858 -3.32194618992701 0.042495105997659266 [0.2048023758340925, 0.15485233337276028, 0.47733699582790867, 0.27567191710984357, 0.31093449566602055, 0.6579236678205498]
0 10000 130000 -3.203161918396231 5.770212711999193 [0.40465313013814014, 0.882444924649803, 0.8461015836762268, 0.573989693201771, 0.13892660370766652, 0.03849589325590231]
0 41 533 -3.3219708448480523 0.027155444000527496 [0.2020323836160934, 0.14642833054610788, 0.47299383179607785, 0.2768401367766415, 0.3104567705059391, 0.6579373676306494]
