15 311 4043 -10.535268870715482 0.17573339399996257 [4.001767444421519, 4.000914014321432, 4.003571834576669, 3.9986429101416]
8 181 2353 -10.535665505922799 0.10210001799987367 [4.000790725276772, 3.9995660342063, 4.001702005769287, 4.00212804116754]
1 98 1274 -10.535328622480677 0.05366112100000464 [4.00117238423874, 4.000638506289244, 3.9982938046410785, 3.9975945511930813]
35 973 12649 -10.535993679935801 0.5557020000001103 [3.998672949117558, 3.9995589437076746, 4.000690665416161, 3.999076721235708]
3 127 1651 -10.535274923191716 0.07050626099999135 [4.0026847589139045, 3.9990376120685625, 4.002278492786395, 4.001823851532087]
22 635 8255 -10.535276572386698 0.3700392710002234 [3.9990239729234656, 3.997727846714815, 3.999124460312173, 4.001209734366646]
16 434 5642 -10.53563914078195 0.24857828599988352 [4.001572464694102, 3.9985232773267665, 4.0020726811897305, 3.997355115872755]
3 97 1261 -10.53576014973262 0.06399226899975474 [3.9986582292331603, 3.9990217304024154, 3.999964171389887, 3.998238688135619]
45 992 12896 -10.53546463072051 0.5720335209998666 [4.0028927841655895, 4.001106685444744, 4.000293150965426, 3.9979537660271944]
17 405 5265 -10.535381457082432 0.23156598600007783 [4.002853780390434, 4.000262429573175, 4.000401079812884, 3.997165727309033]
8 338 4394 -10.5354651243327 0.20131025299997418 [4.00379184773467, 3.998961510224633, 4.000399394611717, 3.999806863124317]
4 148 1924 -10.535900656964772 0.10386397899992517 [3.9996614025208563, 3.998872367730186, 4.00041884772596, 4.001441834902834]
41 861 11193 -10.53605989774111 0.5059461650002959 [3.999806932046184, 4.000733465772868, 4.000621869882612, 4.000709468609753]
26 611 7943 -10.535446018506281 0.36297947999992175 [3.9995745708121784, 3.999027808866248, 4.0006654463190685, 4.002400867651549]
27 711 9243 -10.535343982265275 0.4162627630003044 [4.002706910441506, 3.998027507908224, 3.9996033463690663, 4.0014174791259505]
5 172 2236 -10.535290789484488 0.0950239869998768 [4.000136224552984, 3.9974453364584623, 4.001100671816649, 3.996907077984382]
58 1419 18447 -10.535941830766614 0.8166909010001291 [3.9998258687131827, 3.998608181488553, 3.9990586618773034, 4.000218904033992]
19 446 5798 -10.5355245166618 0.2601876529997753 [4.001744234689314, 3.9966698186986758, 4.001101862295288, 3.999597504450338]
19 466 6058 -10.535261897304174 0.29104909399984535 [3.9996338117178767, 3.996419116590103, 4.000200899952589, 4.000357992530209]
64 1874 24362 -10.535311951297397 1.0906176609996692 [3.997944570778254, 4.0002797080095, 4.00228759272079, 3.9988118428091117]
15 450 5850 -10.53555194701713 0.2628398509996259 [4.002408005336485, 3.9998843299521405, 4.003161161835722, 3.999072588430172]
41 962 12506 -10.535769455530946 0.5608516620000046 [4.002234204911389, 3.9986979531277576, 3.99879915326987, 3.9992466079695177]
29 820 10660 -10.535364075650158 0.4745464399998127 [4.002384782154201, 3.9999836247855374, 3.9979625262097134, 3.999865250191334]
18 474 6162 -10.53527102646372 0.27401261000022714 [3.9980201161328113, 3.998520081165505, 4.002399266699723, 4.000264932124024]
5 192 2496 -10.536009198792078 0.10980849399993531 [4.000903384516139, 4.000770620421484, 3.9991871530258147, 4.000052637090885]
35 683 8879 -10.535300560094537 0.4057622759996775 [4.000028178542554, 4.001041047430186, 3.9984344204498594, 3.997716560279058]
39 857 11141 -10.535880120125517 0.5000359700002264 [4.001823056356503, 3.997689562882705, 4.0003118849950425, 3.9985219571978923]
17 526 6838 -10.53557309990871 0.3119132240003637 [4.001086983289925, 4.0002766367492715, 4.001418611405978, 3.9967624588490316]
24 585 7605 -10.535534656063279 0.353750841999954 [4.000604790098803, 4.001192200287014, 3.9986908061378914, 4.0009294636953685]
39 956 12428 -10.536080896164162 0.5577055260000634 [4.002084923984929, 3.99884766919245, 3.999754494471419, 4.000147660756162]
7 212 2756 -10.535791372491774 0.11572459200033336 [3.999575458324025, 3.999328627850386, 4.002337767901368, 3.9979028062855013]
2 118 1534 -10.535858911990475 0.06425858699958553 [4.000607285564603, 3.998726320231501, 4.0021175804205305, 4.0013336814099985]
23 557 7241 -10.535304580958957 0.33169750700017175 [4.000033834912401, 3.9996338017462953, 3.9974507085270417, 3.999479666925045]
36 907 11791 -10.535410064967097 0.5297724729998663 [3.998583167622911, 3.997214987326084, 4.001336278498874, 3.9996895941736996]
16 422 5486 -10.536365950767358 0.26042055299967615 [4.0009663676082825, 3.9995073694106464, 4.001274921285565, 4.00017629466992]
23 525 6825 -10.536073215661588 0.3282659080000485 [3.9997286276906654, 4.000816690065005, 4.0005080975131415, 4.0004589854385975]
9 360 4680 -10.535500261501419 0.19568071399999099 [4.001302481792709, 4.0024332026751415, 4.001462331754279, 3.999271009004146]
10 371 4823 -10.535440271709081 0.22971540299977278 [3.9990253532741082, 4.001835410312384, 4.000590923236458, 3.9982328353125087]
21 505 6565 -10.535832855458771 0.29902513999968505 [4.000075772546671, 4.000714101104709, 4.0027946391185285, 3.999580659436756]
22 596 7748 -10.53532110669783 0.36306204199991043 [4.00200509940414, 4.002336794809085, 3.9994843715251323, 3.9992915400746982]
54 1448 18824 -10.535350459347022 0.817317281999749 [4.001852959618988, 3.9980722731239915, 4.001190440694912, 4.0022363868598285]
41 1085 14105 -10.536270623022213 0.6143229189997328 [4.000636051967557, 3.998700294481356, 4.00177569670327, 3.999485665789224]
14 345 4485 -10.535812289778626 0.18966855299959207 [3.9984283659720288, 3.999215674160082, 4.001114139376288, 3.998667427746]
11 277 3601 -10.535264315787066 0.17574144399986835 [3.999802989474115, 3.998643103318051, 4.001019039039325, 3.996335347231014]
