0 13 169 0.39798355939677243 0.007361377000052016 [3.145827902875266, 2.249807441148925]
0 15 195 0.3980054960260002 0.008158189000823768 [9.426985111868778, 2.2420230568560466]
0 26 338 0.39802052516134445 0.01315213300040341 [3.1435790105231223, 2.237732229097496]
0 11 143 0.3979123837708354 0.006339673000184121 [9.426809822480086, 2.25389888914287]
0 23 299 0.3980220558098875 0.013886519000152475 [3.142738956490966, 2.2604188741037032]
0 15 195 0.3979697166019047 0.008014883000214468 [9.420666332582218, 2.247823277870392]
0 30 390 0.39798799327515866 0.015179870999418199 [9.420680272957103, 2.2422668178273555]
0 24 312 0.3980246214982337 0.013151016000847449 [9.419498560873446, 2.2439452404062625]
0 16 208 0.3979106211524055 0.008315898998262128 [9.426880161889338, 2.2502429262309467]
0 8 104 0.39800410680084397 0.005147559000761248 [9.42479930090406, 2.260821929229846]
0 27 351 0.39802459502721277 0.013602574001197354 [9.427146003627435, 2.26238822301708]
0 20 260 0.39801397970468066 0.010528748000069754 [9.429321435711532, 2.2483728990928324]
0 14 182 0.39795413691254744 0.008198042998628807 [-3.138861995139964, 12.23791599604062]
0 25 325 0.39795967722028003 0.012875462000010884 [9.428580847752862, 2.2513289729985164]
0 20 260 0.39800976741737415 0.011262048999924446 [3.139486467360649, 2.261732063409159]
0 21 273 0.3980094875616018 0.011326423000355135 [-3.14642022036841, 12.264727841271943]
0 15 195 0.39794457205357503 0.008286440001029405 [3.14433861563076, 2.2523997714082435]
0 35 455 0.39795456157939135 0.017454049999287236 [9.42605879899841, 2.2433170321479032]
0 17 221 0.39801364160175723 0.009198233001370681 [9.42701044442796, 2.2416600958982364]
0 48 624 0.39800831244684787 0.03168120600093971 [-3.1443949729589353, 12.265815296849832]
0 11 143 0.39798452815063357 0.006073663000279339 [9.427376040175552, 2.2440207803460877]
0 15 195 0.3979875536143531 0.008893359001376666 [9.429344026254986, 2.2533214683138594]
0 19 247 0.3979150905699562 0.01139206900006684 [9.427171044470953, 2.2523928572550305]
0 16 208 0.3980141821341725 0.01024251600028947 [9.42570166782597, 2.2618134367466265]
0 13 169 0.39801773061584456 0.008391449999180622 [-3.138820356637996, 12.233714418794715]
0 11 143 0.39800159141688596 0.0061509520000981865 [3.146439001226307, 2.2449334896127793]
0 19 247 0.3979500369021487 0.011391726000510971 [3.1440946542458073, 2.2537215535894535]
0 22 286 0.39793726141666674 0.0135943130007945 [3.1402842534714313, 2.257497778084945]
0 14 182 0.39791007456856775 0.008003934999578632 [9.425678544738622, 2.246378223993062]
0 20 260 0.3979402197683761 0.011300838999886764 [9.424363289509005, 2.2568836688432565]
0 26 338 0.3979641624877175 0.013920670999141294 [3.1450026418340213, 2.2518680686607997]
0 28 364 0.39797271789483446 0.014435584998864215 [-3.138173596348618, 12.247246124328298]
0 16 208 0.39800798146414884 0.008195922000595601 [3.1401645096120734, 2.240609083959816]
0 21 273 0.3979810260877077 0.011030311001377413 [3.1384034924943056, 2.2592352648873852]
0 18 234 0.3979551941155588 0.008981726999991224 [3.144895799309293, 2.2434417656385013]
0 22 286 0.3979804738486159 0.012117257001591497 [9.420380101389705, 2.2470109134238174]
0 100 1300 0.39793447938409443 0.0654545750003308 [3.1385112094736853, 2.2512146972384204]
0 13 169 0.3979683837606025 0.011264057000516914 [3.1393326051101935, 2.244282281023508]
0 32 416 0.39795771803559354 0.020419468000909546 [-3.1422882174025553, 12.243412112147771]
0 16 208 0.398005730058431 0.00968603000001167 [9.42078245023775, 2.253282206626539]
0 10 130 0.3978921101780859 0.006754206999175949 [9.42423644355067, 2.251397931352609]
0 28 364 0.39798611962585895 0.0158807079988037 [3.14489775608978, 2.240565634073044]
0 19 247 0.3979052832557528 0.011697607000314747 [-3.143519487252148, 12.254283102267095]
0 10 130 0.3979564068182242 0.005981584999972256 [3.1425510462286894, 2.2411975984935046]
0 28 364 0.3979947690931418 0.015055890999065014 [9.429486644940626, 2.252768051432076]
0 11 143 0.39794144790275254 0.006745082999259466 [3.139255083659142, 2.2465829838606033]
0 19 247 0.39798773234559803 0.010624664000715711 [9.426130912388432, 2.2606469543082506]
0 17 221 0.3979289559083856 0.009286451999287237 [-3.143269227544376, 12.248701665448596]
0 25 325 0.397948522044242 0.013117689999489812 [9.42834463652089, 2.2531387079115888]
0 20 260 0.3979148287191361 0.010309458999472554 [9.423438758503389, 2.253277388704457]
