0 21 273 -0.9998482507705116 0.012873437999587622 [3.134901229757866, 3.1340827675240206]
0 34 442 -0.9998678681031526 0.017496518999905675 [3.1479279963758984, 3.1485177504027955]
0 26 338 -0.9999584328949642 0.014176727001540712 [3.1405697779615234, 3.146756534417166]
0 23 299 -0.9998407818616265 0.01582716399934725 [3.1332335875354365, 3.1355694030599257]
0 28 364 -0.9998686427639811 0.02442986200003361 [3.1500782791701925, 3.145538676872084]
0 21 273 -0.9998933438992295 0.016194093001104193 [3.147695589662538, 3.1474117505825276]
0 22 286 -0.9998279049602177 0.016856831998666166 [3.15069938500853, 3.1472324146168007]
0 38 494 -0.9998171186143513 0.029841469000530196 [3.1481195210552175, 3.1504994837936287]
0 23 299 -0.9998031421720275 0.014603355000872398 [3.1519096276138012, 3.1366116040315437]
0 27 351 -0.9998732092988655 0.01852464500007045 [3.1330085413423734, 3.144885859003892]
0 28 364 -0.9999986130831229 0.023745428001348046 [3.1408691060258533, 3.1422259708808675]
0 42 546 -0.9999652863801112 0.0342563459998928 [3.1433299337150498, 3.1371066030208508]
0 28 364 -0.9999413707903092 0.01959293400068418 [3.1407580210745145, 3.1477886678159104]
0 39 507 -0.9998298397653212 0.02501881699936348 [3.1433130563751277, 3.131081262407728]
0 22 286 -0.9999592834083036 0.015022311999928206 [3.138562366557456, 3.145830847189111]
0 25 325 -0.9998976878636535 0.01399628499893879 [3.149685429540148, 3.139943921016072]
0 29 377 -0.9998754190661191 0.015552613998806919 [3.147398323666952, 3.148617831618767]
0 60 780 -0.9998883793605291 0.030409249000513228 [3.1496574675334905, 3.1446547524054993]
0 39 507 -0.9999046284069074 0.019405715998800588 [3.147062015180808, 3.1473952448435885]
0 21 273 -0.9999842014183096 0.010538876998907654 [3.1420307763256, 3.1383769867042197]
0 26 338 -0.9998931851837155 0.012827705000745482 [3.149402223153234, 3.1447901669520206]
0 28 364 -0.9998555496586584 0.013782846999674803 [3.1321729997159444, 3.1388400432214283]
0 32 416 -0.9998656430780862 0.020905429000777076 [3.136836758651215, 3.1497754700304936]
0 21 273 -0.9999046280768102 0.017284420000578393 [3.1469301934980405, 3.13566856138385]
0 18 234 -0.9999435837935855 0.015284775001418893 [3.13586187246578, 3.1394086316649172]
0 30 390 -0.9999281692003702 0.02265511300174694 [3.1349244874782056, 3.1397421482693826]
0 34 442 -0.9999570252991968 0.026540013999692746 [3.138224381757651, 3.13743270921059]
0 24 312 -0.9998972396911027 0.017410004998964723 [3.1425583323229955, 3.1498132133977985]
0 21 273 -0.9998904167582894 0.017312992000370286 [3.1430725507766373, 3.1500110336367895]
0 49 637 -0.9999162173328093 0.02585173199986457 [3.1414802755033104, 3.1341197258273685]
0 24 312 -0.9999141198266308 0.013829763000103412 [3.1436921948232612, 3.1343230127534762]
0 32 416 -0.9998674790271974 0.016860777001056704 [3.1394136954701377, 3.1507362262824308]
0 47 611 -0.9999764496200083 0.02375945799940382 [3.1400742063704414, 3.1379327702606274]
0 26 338 -0.9998549843399461 0.01440230300067924 [3.1416603522126065, 3.1317601048438037]
0 32 416 -0.9999482668245852 0.01874211100039247 [3.140715836492407, 3.1357856918781732]
0 18 234 -0.9999181521587093 0.012572043000545818 [3.134779347980466, 3.138738498033436]
0 26 338 -0.999946793079276 0.018270223999934387 [3.135636883375834, 3.1416235636607004]
0 36 468 -0.9999616978883354 0.021192955999140395 [3.136998455853194, 3.1436970659679453]
0 30 390 -0.9998197087085312 0.01832511899920064 [3.136342587491632, 3.131967617613593]
0 22 286 -0.9998343324094107 0.013215122000474366 [3.1312293985749506, 3.1398443646657004]
0 30 390 -0.9999486024072252 0.019893321999916225 [3.141750089800042, 3.1357410648180366]
0 21 273 -0.9999826478621682 0.01118278099966119 [3.138242718855158, 3.141004331802656]
0 26 338 -0.9998347068111328 0.013498016000085045 [3.142271187692748, 3.152068506293835]
0 34 442 -0.9998630051075396 0.017750167999111 [3.1329945757005238, 3.137420253694034]
0 22 286 -0.9998749925953312 0.011251948000790435 [3.150721531716459, 3.1416743693941416]
0 22 286 -0.9998959158403303 0.011254662000283133 [3.133377670012428, 3.1429735383780613]
0 26 338 -0.9998072745708669 0.013276216001031571 [3.148727389190624, 3.132784074163095]
0 37 481 -0.999901855186624 0.01917655699980969 [3.1339142579265147, 3.1441372814976405]
0 39 507 -0.9998989140655503 0.02935129100114864 [3.1376959078043467, 3.134367057603551]
0 28 364 -0.9998659676383282 0.01771704599923396 [3.15082176013608, 3.139547150018579]
